"wavelength_410,wavelength_435,wavelength_460,wavelength_485,wavelength_510,wavelength_535,wavelength_560,wavelength_585,wavelength_610,wavelength_645,wavelength_680,wavelength_705,wavelength_730,wavelength_760,wavelength_810,wavelength_860,wavelength_900,wavelength_940,label"
"47.544,122.993,151.71,124.198,54.027,20.003,29.21,58.797,110.804,171.043,137.503,82.875,38.377,12.904,0.0,1.262,0.0,0.0,magenta"
"0.0,0.0,0.0,5.293,6.398,19.688,56.901,148.346,270.327,248.75,130.254,40.978,5.455,5.493,0.0,3.663,0.0,0.0,red"
"47.67,120.896,153.481,119.979,52.49,27.11,26.969,72.792,112.968,173.112,142.79,90.002,34.28,10.703,0.0,0.0,0.0,1.511,magenta"
"10.24,14.671,6.979,8.918,7.781,14.474,10.036,14.038,6.969,13.729,8.992,4.6,5.305,14.936,11.121,10.508,6.75,8.876,black"
"65.03,187.477,272.678,185.158,77.57,9.517,0.0,0.0,0.705,0.0,0.0,0.0,0.0,0.228,0.0,0.0,0.4,0.343,blue"
"0.0,3.214,0.0,11.371,39.534,127.297,225.25,236.778,154.576,35.525,2.318,0.0,0.0,3.172,0.0,0.0,2.13,1.804,yellow"
"152.025,153.989,145.198,135.124,128.587,124.566,119.2,124.223,139.915,156.554,153.478,158.387,165.472,149.14,128.905,116.989,141.75,132.032,white"
"0.0,2.903,24.535,77.751,179.145,255.139,216.689,115.437,37.832,0.33,2.748,2.513,0.455,2.462,0.0,0.0,0.0,0.0,green"
"175.809,170.783,158.048,148.464,140.96,138.913,127.33,140.422,153.578,146.814,161.601,179.137,167.99,161.287,145.795,130.432,131.252,151.949,white"
"0.0,5.183,11.569,66.438,160.291,227.964,193.838,83.736,33.924,3.185,3.909,0.0,1.377,0.0,2.333,2.896,0.0,1.237,green"
"54.369,144.882,164.15,131.889,64.726,18.991,29.455,67.431,132.673,197.766,151.052,91.875,37.81,11.472,0.55,0.0,1.576,0.0,magenta"
"0.0,7.45,0.0,1.29,4.535,12.1,55.954,145.53,234.798,255.264,122.266,48.015,13.727,6.982,0.0,0.0,0.143,0.0,red"
"52.36,158.443,242.326,160.81,54.822,14.661,1.405,0.0,0.0,1.012,0.0,0.208,0.0,4.334,0.756,0.294,4.542,0.0,blue"
"216.88,214.672,198.399,202.087,176.87,179.181,175.146,180.554,179.603,205.033,222.892,219.926,219.234,207.518,177.223,160.949,186.178,174.198,white"
"3.038,2.703,11.903,11.543,44.488,120.077,197.166,199.914,132.254,27.265,3.757,2.174,2.01,3.057,0.879,2.041,2.147,0.273,yellow"
"242.986,222.446,227.581,221.829,187.05,195.786,189.831,188.837,209.0,221.223,222.546,222.113,238.15,238.457,202.149,183.424,194.162,210.593,white"
"2.332,0.0,14.245,47.843,135.517,192.502,156.648,80.123,27.924,8.161,3.014,0.0,0.0,4.866,6.054,0.947,0.0,0.263,green"
"181.645,177.014,160.853,152.759,143.266,143.227,146.234,144.491,150.266,175.003,181.451,165.048,169.342,174.698,147.371,139.296,148.539,160.389,white"
"9.094,8.378,10.96,7.821,13.109,2.147,11.391,9.455,7.711,6.848,9.438,4.965,6.73,6.046,10.994,9.138,9.451,18.975,black"
"10.115,11.372,9.746,9.355,10.862,1.055,11.742,6.643,14.2,8.76,7.276,10.99,5.154,9.371,11.362,13.609,8.697,13.069,black"
"34.411,84.944,150.77,209.364,211.674,162.476,87.764,43.465,9.572,0.0,0.0,0.0,4.526,3.437,0.0,0.259,3.697,0.0,cyan"
"5.031,0.0,17.069,67.431,182.015,234.325,218.472,112.431,38.223,2.2,0.072,2.31,0.0,0.0,0.0,0.683,0.0,0.887,green"
"37.641,91.214,170.378,250.8,275.572,201.795,117.392,45.525,13.656,3.464,0.0,2.36,0.488,0.67,0.0,0.0,1.882,3.294,cyan"
"38.354,85.659,159.5,234.783,221.368,170.267,98.511,40.791,15.798,7.457,0.74,6.551,0.629,0.0,0.476,2.24,0.0,0.0,cyan"
"28.958,88.363,160.789,214.735,229.877,176.94,108.186,43.828,14.281,1.824,7.285,0.0,0.0,2.887,0.0,0.0,0.0,3.671,cyan"
"258.829,263.176,238.197,213.7,213.314,204.09,199.668,201.286,223.424,241.292,261.972,261.514,263.711,247.171,219.495,192.504,199.883,230.232,white"
"0.874,0.0,16.706,71.026,175.682,249.171,217.291,105.139,28.912,3.179,7.083,4.086,3.781,2.942,6.639,0.98,7.223,0.824,green"
"0.0,2.818,0.0,0.0,0.0,12.828,42.079,138.454,216.993,241.8,117.26,47.234,19.384,0.0,0.0,0.0,0.0,0.0,red"
"3.616,1.424,5.409,9.474,5.082,5.001,0.0,5.796,11.231,3.848,9.03,6.326,7.839,6.484,12.254,3.731,1.197,10.813,black"
"0.0,1.566,0.0,1.707,7.444,17.359,50.594,135.472,231.488,243.282,112.303,48.104,11.851,0.0,0.889,8.304,0.0,0.0,red"
"39.153,88.231,132.068,92.164,40.29,21.871,28.2,56.973,106.772,139.768,114.993,71.426,34.367,6.195,0.0,0.0,2.561,1.508,magenta"
"2.783,7.586,16.221,14.119,9.567,5.435,8.167,7.67,11.325,14.322,14.018,10.331,0.0,7.623,9.82,2.889,11.98,5.304,black"
"3.993,11.027,8.654,9.064,13.661,8.693,18.7,6.47,7.617,9.569,5.253,11.226,15.624,3.368,9.526,10.168,6.79,11.303,black"
"60.246,194.953,265.106,188.86,69.492,12.049,2.699,0.054,0.0,0.721,2.666,1.151,2.753,0.0,0.0,0.0,0.106,6.561,blue"
"7.475,7.359,7.609,15.595,4.19,6.728,5.956,7.599,9.445,23.346,10.584,1.742,9.983,7.232,17.211,13.855,8.681,9.003,black"
"63.532,123.952,149.819,117.438,61.166,26.38,30.278,58.525,120.888,182.096,147.198,90.312,32.614,7.012,3.213,0.0,6.367,0.0,magenta"
"3.864,0.0,13.653,69.113,167.339,245.642,210.465,110.307,33.434,0.0,2.508,0.0,3.257,0.0,3.077,0.0,0.0,5.908,green"
"254.469,261.53,222.067,205.978,208.755,190.979,195.344,202.153,226.841,250.489,261.639,238.231,245.239,240.584,214.307,205.931,216.13,218.47,white"
"0.0,6.971,21.762,80.467,178.831,239.355,206.997,107.122,33.944,0.0,1.306,0.0,1.798,3.503,0.0,3.281,0.0,3.45,green"
"12.528,11.731,1.179,7.139,8.035,8.151,12.712,0.494,11.042,9.004,13.273,8.734,7.715,5.221,6.72,12.316,9.743,8.601,black"
"26.245,90.261,171.728,226.838,249.882,186.531,96.352,43.325,8.711,0.0,0.0,0.0,0.0,0.0,0.0,2.443,4.187,6.225,cyan"
"8.657,0.536,5.069,16.513,6.622,11.922,12.234,6.829,6.552,12.242,4.464,9.634,3.968,8.453,8.737,0.0,6.921,8.052,black"
"29.849,74.503,132.113,194.345,207.741,155.811,93.456,38.26,10.406,1.804,0.0,0.0,0.0,0.262,0.0,0.735,0.063,0.449,cyan"
"6.396,8.839,7.31,4.595,3.479,3.73,13.584,11.001,18.177,2.21,12.189,8.985,10.989,9.363,12.454,4.822,13.053,5.116,black"
"2.11,3.65,5.535,8.735,40.956,122.588,215.692,223.754,145.874,33.883,1.472,0.0,0.0,0.0,0.0,0.0,0.0,0.232,yellow"
"0.0,0.0,1.859,4.494,6.052,21.536,66.618,166.367,282.312,290.923,143.824,54.824,12.087,0.0,0.0,1.925,3.362,5.239,red"
"0.374,0.0,8.867,48.33,113.67,163.582,146.177,73.736,24.505,0.0,0.0,0.0,0.0,0.0,0.119,0.0,0.505,0.0,green"
"0.0,3.168,0.0,4.144,10.914,15.42,57.471,141.649,235.833,250.595,122.09,41.425,11.544,0.0,0.91,0.0,3.383,2.616,red"
"11.854,5.376,1.938,7.632,5.05,6.989,10.059,4.054,7.775,13.921,0.0,11.651,1.135,12.496,9.952,6.517,7.024,4.066,black"
"35.512,77.035,149.777,206.229,208.526,164.11,94.075,33.783,17.322,2.066,1.07,0.85,0.0,3.684,4.163,0.0,0.0,0.0,cyan"
"5.206,6.833,19.197,80.168,200.321,262.523,238.802,118.377,37.333,2.271,0.0,2.888,0.0,0.0,0.0,4.728,0.0,1.954,green"
"67.824,152.277,179.357,138.619,75.794,30.292,32.282,75.315,143.765,219.645,166.533,106.877,45.191,7.657,1.571,0.672,0.0,6.079,magenta"
"0.0,1.407,18.475,76.361,165.048,245.491,200.811,102.832,27.677,2.956,5.358,4.884,0.0,0.0,0.0,0.0,0.346,0.0,green"
"0.05,4.831,3.232,1.643,2.381,9.75,54.379,117.073,205.726,211.158,100.579,40.15,13.513,3.245,2.5,4.09,0.0,6.559,red"
"51.826,120.86,148.674,112.15,56.984,23.66,25.358,58.093,125.023,169.578,141.95,79.969,36.03,9.009,0.0,0.0,1.432,0.484,magenta"
"1.687,4.014,8.027,0.0,4.659,3.1,8.157,2.12,6.604,0.0,4.351,11.745,11.641,0.0,9.44,7.788,12.232,3.675,black"
"39.287,85.501,157.431,228.206,227.545,179.106,99.101,40.843,14.625,0.023,0.0,0.0,0.709,0.0,2.799,0.0,0.346,4.173,cyan"
"0.0,7.452,0.0,0.0,0.0,17.411,47.561,127.696,231.815,221.283,113.693,46.219,17.034,0.0,0.0,6.767,0.0,0.0,red"
"28.666,82.898,173.958,231.48,237.467,185.766,104.96,39.017,12.666,0.0,7.824,3.038,0.0,0.0,0.0,0.0,0.0,5.221,cyan"
"36.391,87.17,164.528,233.97,228.746,180.082,94.295,34.426,6.698,0.0,0.0,1.996,0.0,0.295,0.0,2.275,0.0,0.0,cyan"
"249.54,234.718,231.882,211.726,188.113,190.402,187.094,193.451,209.246,229.393,245.553,246.63,233.605,245.403,213.286,197.114,187.032,210.695,white"
"48.315,136.035,191.508,146.859,50.77,10.728,4.493,0.0,3.393,0.0,0.0,0.0,0.0,0.0,3.957,0.0,7.07,0.0,blue"
"89.297,220.856,297.355,215.837,84.61,15.19,6.237,0.0,3.553,1.6,0.854,0.0,0.0,0.0,3.867,0.0,0.0,2.261,blue"
"0.0,0.0,12.781,69.376,173.397,247.594,202.798,104.089,41.644,7.811,0.646,0.0,0.0,0.0,0.0,3.332,1.905,0.411,green"
"60.118,114.197,158.759,117.735,57.245,23.988,26.729,72.333,122.695,173.517,145.407,93.524,37.796,10.245,0.963,0.0,0.0,2.287,magenta"
"204.893,199.273,202.784,187.852,184.109,171.676,154.194,179.589,188.875,201.948,208.004,217.169,213.958,198.975,169.099,175.479,170.273,196.726,white"
"54.629,119.616,152.087,123.051,60.304,24.978,26.54,57.778,128.763,169.143,145.102,87.463,42.902,8.301,0.949,0.0,0.0,7.124,magenta"
"53.131,109.847,142.072,109.97,56.032,25.151,28.108,58.939,114.59,161.707,135.406,83.955,28.894,2.557,4.427,2.688,0.0,7.227,magenta"
"5.841,6.269,12.578,2.038,10.957,11.206,9.836,9.123,12.847,3.903,16.313,6.554,5.805,6.723,7.586,15.068,8.078,8.503,black"
"3.77,4.316,0.0,8.903,33.147,102.339,188.933,194.479,119.465,25.131,1.501,0.0,0.0,3.573,4.602,0.0,4.37,0.0,yellow"
"2.896,1.251,0.603,0.0,6.47,18.302,63.501,145.016,237.032,255.228,118.844,45.874,11.163,2.015,0.0,0.0,1.531,4.105,red"
"0.0,0.0,0.0,7.672,28.876,91.591,141.989,165.468,103.348,21.818,1.579,0.0,0.0,6.343,2.605,0.911,6.955,0.0,yellow"
"1.963,0.897,0.0,1.707,6.471,12.718,50.346,117.941,198.811,211.677,101.359,41.419,9.737,0.0,0.0,1.125,0.0,0.0,red"
"182.472,189.591,176.504,153.595,162.782,149.885,152.475,159.668,159.16,173.264,182.79,207.243,194.832,182.945,164.854,151.194,167.627,169.947,white"
"0.0,0.0,0.0,4.263,2.482,13.058,53.659,141.465,225.265,232.848,109.705,37.048,3.815,0.0,0.0,0.0,0.0,0.0,red"
"0.0,0.0,0.0,10.041,49.7,141.167,215.615,242.575,150.114,31.774,3.846,0.0,0.0,0.0,0.0,0.0,3.467,0.0,yellow"
"46.404,111.868,134.027,101.966,43.651,20.437,22.328,60.828,100.829,148.454,124.532,69.092,28.405,13.435,0.0,0.52,0.0,1.36,magenta"
"237.467,220.062,209.601,187.25,180.761,175.583,181.497,170.999,190.489,203.662,225.842,228.267,213.113,204.758,177.704,166.007,168.712,204.561,white"
"0.0,0.0,0.0,8.901,51.111,152.889,291.063,278.823,179.876,37.448,5.192,0.0,0.0,0.0,5.151,6.264,0.0,0.0,yellow"
"0.0,0.0,3.953,9.967,48.289,137.4,234.862,265.004,165.096,37.586,2.023,0.274,0.0,1.576,1.309,8.29,1.48,0.0,yellow"
"230.303,235.45,204.07,213.797,205.178,192.387,191.259,196.984,213.699,231.11,246.178,240.703,255.761,222.086,203.361,188.156,184.278,221.752,white"
"5.749,10.008,5.043,8.537,12.316,9.152,4.985,11.952,9.064,6.048,13.855,10.33,4.095,9.565,9.893,7.365,13.46,7.641,black"
"45.442,107.519,132.359,105.481,47.667,24.014,26.488,59.52,110.36,155.493,127.121,78.289,30.353,6.787,0.0,0.0,0.0,0.0,magenta"
"249.872,221.483,209.88,208.437,187.129,188.702,183.35,195.693,205.188,212.706,252.693,240.017,229.376,233.669,205.232,182.247,196.354,208.881,white"
"1.776,0.0,3.839,0.0,0.341,19.586,46.37,130.933,214.333,233.457,119.849,44.896,13.29,1.293,2.416,0.0,0.0,0.14,red"
"9.929,4.918,32.197,90.925,206.711,293.449,253.194,138.452,37.228,0.539,0.0,0.0,3.244,1.012,4.178,0.0,0.0,1.105,green"
"33.341,82.292,148.981,224.525,220.617,158.48,88.947,37.708,13.945,0.0,0.0,1.004,4.527,0.0,0.0,0.0,0.0,1.327,cyan"
"77.96,202.823,315.965,214.704,75.974,14.29,5.273,6.021,4.8,0.0,0.0,0.381,2.179,4.696,0.0,0.0,0.0,0.0,blue"
"67.972,207.003,305.414,218.22,81.56,11.511,0.0,0.0,0.0,0.0,0.0,0.078,0.0,5.675,0.0,0.0,0.0,0.0,blue"
"0.0,1.584,0.0,5.794,6.915,16.826,62.717,126.867,237.871,249.691,112.99,42.025,3.277,5.391,0.0,0.0,3.699,3.709,red"
"29.259,81.797,142.169,199.113,198.23,163.465,92.293,32.83,14.368,4.93,0.0,4.545,0.0,0.0,2.182,1.087,0.042,0.0,cyan"
"26.797,79.445,148.019,230.817,237.054,173.22,105.398,43.295,10.308,0.0,0.0,0.0,0.46,2.427,0.0,0.987,0.0,0.744,cyan"
"0.0,0.0,13.454,72.28,163.039,247.005,199.893,104.196,32.42,0.0,0.0,0.0,0.0,0.0,1.564,0.0,0.0,0.365,green"
"33.155,82.808,152.38,231.707,237.29,183.453,106.13,34.16,12.425,3.891,4.245,3.029,0.0,0.0,0.0,0.321,0.0,0.0,cyan"
"0.0,0.0,0.0,5.593,52.047,138.284,236.479,248.413,159.876,41.157,6.977,0.0,0.745,3.066,2.083,0.0,0.0,2.785,yellow"
"27.325,83.735,165.673,217.677,215.621,167.77,89.937,37.903,7.081,2.409,8.537,0.0,0.0,0.0,8.529,0.0,2.785,0.0,cyan"
"15.107,1.579,9.101,10.77,6.062,9.781,4.682,9.1,10.462,5.369,4.623,10.671,5.59,2.979,12.516,7.656,12.721,8.157,black"
"0.0,1.298,8.113,1.356,2.062,10.942,58.947,128.213,213.04,232.409,111.981,43.589,11.926,1.22,0.36,1.434,0.0,0.0,red"
"6.864,10.853,9.558,7.821,8.697,6.569,1.808,4.058,3.564,5.229,6.114,3.764,10.618,13.178,6.246,8.926,13.568,12.598,black"
"63.137,174.292,250.412,173.469,61.14,10.471,0.0,0.0,4.267,3.917,3.437,0.0,0.083,3.605,0.0,0.0,7.353,6.74,blue"
"32.235,99.417,117.415,88.098,47.942,18.086,21.227,45.114,93.593,135.53,101.862,60.196,26.668,8.712,2.491,0.0,0.0,1.277,magenta"
"52.232,127.525,153.406,119.4,59.392,24.753,31.917,71.371,123.966,185.219,146.245,86.648,37.675,11.008,1.522,0.0,0.0,1.952,magenta"
"212.309,204.373,189.794,185.811,174.186,172.989,158.509,171.977,183.867,198.369,214.908,212.961,211.487,213.511,171.7,167.302,174.893,192.913,white"
"45.869,107.559,149.044,110.207,53.368,17.83,23.765,60.023,112.509,163.972,131.235,75.594,27.722,9.652,0.0,2.087,2.291,6.389,magenta"
"4.446,8.394,11.333,5.511,2.513,3.584,2.624,4.659,5.603,5.859,5.463,7.129,9.674,8.274,7.133,10.27,9.639,9.265,black"
"200.823,191.392,176.912,181.649,165.39,164.605,158.839,155.799,176.473,181.606,202.0,209.022,198.493,181.293,180.867,157.686,168.584,177.658,white"
"2.176,9.33,21.676,76.387,170.807,239.182,198.683,113.421,37.318,0.0,0.0,0.0,2.006,3.076,0.0,0.0,0.0,2.067,green"
"0.0,2.805,10.097,9.052,47.092,128.752,225.691,247.85,146.56,31.446,1.869,0.486,4.585,0.0,5.706,2.948,0.0,0.0,yellow"
"54.985,159.157,244.253,180.077,65.108,13.796,0.0,0.0,4.637,4.704,2.391,4.15,2.019,7.016,10.532,0.0,3.074,0.0,blue"
"0.0,2.499,0.0,1.012,10.909,17.79,48.005,126.497,205.378,203.476,96.642,41.078,9.527,1.308,1.398,1.05,0.0,0.0,red"
"7.609,0.0,10.851,13.074,9.953,10.927,10.514,5.782,10.616,11.959,4.847,9.424,14.548,4.274,3.493,4.555,7.801,2.743,black"
"26.657,80.954,146.906,214.095,229.628,165.121,97.408,41.297,9.031,0.0,0.0,4.313,0.0,0.813,0.0,0.0,0.0,2.588,cyan"
"51.114,128.188,162.373,121.698,59.352,23.79,26.605,70.45,127.541,201.355,148.9,91.72,42.436,8.135,1.349,0.0,8.084,4.635,magenta"
"77.966,227.775,293.857,199.176,74.332,9.157,0.0,0.206,3.13,0.0,0.0,4.773,0.0,0.0,3.747,4.294,0.0,0.0,blue"
"54.313,186.631,246.756,178.212,58.885,11.471,2.061,0.759,0.0,2.558,1.739,0.0,0.0,0.0,0.0,0.0,0.0,0.261,blue"
"0.0,0.0,0.0,5.459,2.401,18.312,45.99,124.175,201.009,218.334,106.729,45.029,6.031,0.0,6.012,0.0,4.209,2.445,red"
"64.866,175.456,266.498,171.479,73.605,10.882,5.859,5.089,0.117,0.884,0.0,8.439,0.0,5.11,0.0,0.0,0.613,0.0,blue"
"240.494,219.673,220.881,204.423,189.605,189.737,181.017,198.729,208.031,218.971,240.482,243.402,244.61,217.352,191.898,186.082,198.502,213.583,white"
"3.482,0.008,10.827,74.121,162.076,235.491,205.249,111.99,35.431,0.0,0.0,0.0,4.845,3.055,0.0,0.785,5.726,0.24,green"
"224.996,208.844,226.793,209.467,188.833,193.238,185.882,204.487,193.716,218.56,232.107,236.71,228.866,221.384,187.66,192.251,198.435,202.715,white"
"28.022,88.055,153.639,221.241,211.763,180.769,95.076,41.707,8.341,3.61,3.057,4.212,0.0,7.39,6.671,1.759,0.0,0.0,cyan"
"2.765,5.592,0.0,4.717,0.0,9.946,51.074,117.745,191.42,200.676,100.989,29.731,2.98,0.0,3.487,0.0,0.011,2.581,red"
"5.371,1.979,4.104,7.743,48.379,145.123,247.302,267.355,167.916,45.103,0.0,2.96,1.554,6.536,0.946,1.742,4.25,0.0,yellow"
"0.0,2.789,0.0,2.462,5.8,11.693,46.392,101.179,180.798,192.1,90.907,38.505,14.148,8.295,7.288,0.208,0.0,0.0,red"
"250.169,245.975,233.654,221.573,208.409,193.931,200.768,200.374,223.368,235.623,251.963,252.648,247.81,234.587,222.582,209.309,208.756,210.075,white"
"237.086,228.374,227.33,204.732,182.335,189.443,188.439,177.399,219.385,234.555,230.274,236.271,240.004,224.493,201.701,177.095,200.431,208.559,white"
"39.729,98.384,121.527,92.869,47.149,16.17,23.179,52.779,95.349,138.423,118.485,62.497,30.53,0.0,0.0,0.0,0.0,1.034,magenta"
"214.912,194.739,196.377,187.82,175.459,174.74,166.248,177.668,182.907,196.319,223.034,217.336,219.947,211.031,180.784,175.527,178.835,179.81,white"
"52.524,125.627,153.061,114.264,60.905,24.449,33.272,68.515,125.727,190.571,139.265,95.678,36.632,17.296,2.96,9.897,1.396,0.0,magenta"
"55.246,144.612,205.155,148.455,52.087,8.384,0.0,0.0,0.0,0.0,6.418,0.262,1.02,0.0,3.487,0.0,0.837,0.0,blue"
"63.516,127.88,166.808,124.093,52.049,18.925,27.407,64.919,124.128,189.516,144.096,91.966,43.419,8.384,0.363,0.0,4.176,0.723,magenta"
"62.619,115.087,151.372,120.884,56.555,22.336,25.594,68.63,120.168,182.366,149.788,78.407,37.302,6.377,2.825,0.0,2.505,4.067,magenta"
"51.144,156.822,218.612,152.462,58.869,11.971,2.004,0.211,2.586,0.177,1.611,2.476,0.0,7.294,2.585,0.0,5.184,0.0,blue"
"56.704,146.473,241.71,158.923,55.914,13.02,3.405,0.0,6.724,0.0,0.564,0.0,0.0,1.151,1.042,0.706,12.698,5.486,blue"
"5.59,0.0,15.11,73.16,177.615,268.217,226.356,122.866,33.05,0.0,0.0,9.014,0.0,0.596,0.0,0.0,0.0,3.154,green"
"68.005,137.303,183.199,143.962,64.979,21.581,37.275,74.729,135.7,202.031,152.662,100.183,44.764,8.845,3.0,0.121,0.0,0.0,magenta"
"38.075,81.655,164.572,230.266,248.13,179.002,101.385,41.303,14.266,4.383,1.278,3.282,0.0,0.0,0.0,7.485,0.0,5.5,cyan"
"186.876,164.391,156.7,154.774,138.44,146.155,141.049,147.073,158.155,159.362,176.181,176.065,182.242,178.398,148.426,133.97,142.085,157.175,white"
"34.846,97.68,194.996,266.597,285.733,203.698,104.997,44.476,16.482,0.551,0.0,0.0,1.452,3.954,0.366,5.149,0.0,0.01,cyan"
"215.633,207.116,190.319,190.456,169.089,158.867,157.252,175.844,185.294,187.521,211.431,202.116,207.005,212.616,189.912,163.665,167.726,185.441,white"
"53.85,113.788,151.225,113.463,53.672,21.002,27.27,62.596,114.779,170.542,126.216,87.25,30.441,12.184,2.047,0.0,2.605,0.0,magenta"
"74.773,201.746,299.794,205.64,74.383,9.778,3.369,0.0,2.231,0.0,6.33,0.0,0.739,2.193,6.092,0.0,0.0,0.0,blue"
"40.767,100.006,187.745,264.368,280.094,201.916,114.351,43.346,17.998,6.812,0.0,0.0,0.0,0.0,0.114,0.0,0.0,0.0,cyan"
"0.842,0.0,20.07,76.329,165.246,236.435,198.925,103.788,35.37,5.303,0.0,0.53,0.0,1.945,0.0,1.155,0.817,2.125,green"
"0.0,4.703,24.301,67.881,181.182,238.746,236.484,112.344,39.118,4.274,0.0,0.0,0.0,0.685,0.0,2.287,0.0,0.0,green"
"0.0,0.0,0.0,0.0,0.04,15.129,62.357,142.728,251.39,269.629,129.216,50.55,16.333,11.422,0.0,2.289,0.0,0.0,red"
"0.0,0.0,0.528,7.237,6.194,24.621,72.678,183.737,286.352,319.738,149.071,56.254,17.92,6.88,0.0,0.0,1.866,2.268,red"
"4.087,11.38,7.134,9.199,11.747,9.328,3.59,5.228,9.626,6.874,2.796,5.229,3.81,10.241,7.835,1.897,12.874,9.759,black"
"6.488,0.0,0.0,0.0,1.232,12.736,51.117,141.708,234.848,242.202,116.319,46.847,13.369,0.0,0.0,1.862,0.49,5.86,red"
"8.953,11.643,6.276,14.224,11.612,5.647,5.521,12.038,11.008,9.814,13.758,7.186,7.819,3.94,5.832,11.171,3.288,9.388,black"
"0.0,1.68,1.229,16.171,48.674,148.337,248.348,258.258,174.172,41.259,5.041,3.608,0.0,1.95,0.399,0.0,2.215,1.868,yellow"
"0.0,4.923,22.437,74.415,175.525,249.629,222.823,123.452,34.212,0.0,0.0,0.0,2.931,3.367,0.0,3.218,0.0,7.104,green"
"22.672,84.985,156.17,216.162,229.406,172.493,89.197,32.784,15.364,4.263,0.0,1.465,4.286,3.054,2.751,2.296,7.423,0.0,cyan"
"29.805,81.171,167.99,222.931,217.701,173.634,94.821,35.962,15.2,0.0,3.523,0.305,6.801,4.208,0.169,0.0,7.665,0.0,cyan"
"0.0,0.0,3.857,2.013,0.0,12.264,43.068,115.155,195.928,200.005,94.604,39.306,9.71,7.366,1.956,5.544,2.701,0.0,red"
"66.649,177.33,241.33,190.194,65.397,15.298,1.561,0.0,0.0,0.0,1.811,0.0,4.467,2.964,0.0,0.0,9.348,1.423,blue"
"68.718,197.449,274.264,213.915,66.705,6.87,0.0,0.0,3.174,2.247,3.853,0.0,2.151,1.335,0.0,4.124,0.0,0.0,blue"
"9.122,5.471,7.177,13.959,8.98,1.573,8.408,4.338,7.296,4.926,0.171,9.685,9.787,8.606,0.111,8.244,12.926,11.521,black"
"189.638,182.696,177.458,172.254,151.119,147.578,146.361,144.286,160.254,187.598,181.712,178.727,184.162,169.441,153.425,139.708,146.5,167.387,white"
"0.0,0.0,4.119,2.935,0.0,19.586,45.754,123.884,210.604,231.669,119.068,49.317,11.661,6.935,0.0,0.406,0.493,0.0,red"
"0.0,0.0,0.0,3.557,6.077,9.616,50.612,121.003,203.887,212.329,115.824,34.139,3.867,0.0,0.0,7.38,0.0,5.542,red"
"5.25,6.121,17.033,80.267,185.41,260.249,229.24,117.947,38.606,0.439,2.854,0.0,8.942,1.004,0.0,7.111,0.0,0.0,green"
"15.291,19.233,5.952,10.621,7.695,13.11,7.814,10.139,9.171,8.336,7.221,10.645,7.849,10.971,5.257,9.854,6.326,2.464,black"
"1.014,4.248,0.009,0.0,0.0,16.399,49.695,113.562,176.799,190.585,94.573,33.72,6.537,2.672,4.437,2.264,0.0,1.592,red"
"41.711,85.986,105.376,80.727,35.004,16.443,20.274,47.702,90.465,128.643,109.294,61.639,29.153,4.807,0.0,0.615,2.381,0.0,magenta"
"14.538,17.389,3.905,0.0,6.974,5.18,8.647,6.874,15.69,13.068,9.122,6.169,14.11,3.19,11.321,12.398,7.722,10.471,black"
"3.198,0.872,19.318,72.392,161.175,232.945,214.535,109.423,35.049,2.306,5.024,3.113,0.0,0.465,3.942,0.0,0.058,0.0,green"
"55.226,106.987,141.872,99.378,50.414,24.809,20.332,50.406,95.35,162.585,125.733,75.468,27.579,8.326,3.269,0.0,1.203,3.992,magenta"
"1.108,1.83,2.518,0.0,6.594,23.126,59.807,143.543,257.771,279.609,138.485,45.645,11.339,1.613,0.0,0.0,0.0,0.0,red"
"4.728,0.876,6.243,6.343,45.002,142.71,246.788,271.684,169.788,31.212,0.0,0.0,0.0,0.0,1.413,0.0,2.646,0.0,yellow"
"2.642,9.981,10.83,8.293,8.17,6.988,11.104,11.242,7.292,10.91,8.869,13.311,6.668,8.172,5.729,13.507,11.281,2.201,black"
"38.982,93.641,185.212,242.171,264.921,205.705,105.599,47.927,12.135,2.306,2.241,0.0,1.299,0.0,0.261,0.0,3.895,0.0,cyan"
"11.264,6.627,10.403,8.997,6.575,5.794,12.228,4.426,5.706,12.717,8.274,2.619,6.73,13.332,3.601,4.863,6.066,3.324,black"
"12.044,9.26,11.196,13.861,6.506,5.845,6.433,10.57,11.119,12.152,11.89,11.471,4.591,8.637,7.136,10.406,9.092,9.506,black"
"9.39,0.0,0.205,6.803,52.762,135.765,233.692,231.028,163.979,31.148,0.0,0.0,0.0,0.109,0.0,0.0,5.507,0.0,yellow"
"14.47,11.11,11.864,10.649,9.198,16.129,3.791,7.648,10.484,14.812,16.13,8.866,13.101,12.894,15.808,8.029,7.81,10.929,black"
"29.691,75.099,148.679,194.061,210.553,141.337,85.544,37.067,8.023,0.834,0.985,0.0,0.507,0.0,6.15,0.179,0.0,0.0,cyan"
"0.0,0.0,4.376,0.0,7.0,15.314,61.621,135.5,220.292,241.097,118.562,44.655,18.441,6.124,0.0,1.896,0.93,3.064,red"
"0.0,0.0,0.0,2.583,3.771,11.572,54.046,136.493,219.589,230.844,108.52,46.404,5.013,0.0,0.0,0.0,7.929,1.914,red"
"2.308,0.0,0.0,13.214,38.734,124.538,229.759,248.19,163.093,37.326,6.943,0.0,0.461,0.0,0.0,0.0,0.0,2.252,yellow"
