"wavelength_410,wavelength_435,wavelength_460,wavelength_485,wavelength_510,wavelength_535,wavelength_560,wavelength_585,wavelength_610,wavelength_645,wavelength_680,wavelength_705,wavelength_730,wavelength_760,wavelength_810,wavelength_860,wavelength_900,wavelength_940,label"
"92.523,106.852,116.066,137.465,121.824,143.013,132.782,148.436,143.634,119.932,133.905,123.194,120.047,122.801,114.524,101.841,96.477,86.506,wood"
"44.748,49.276,58.719,75.659,95.11,114.817,119.469,117.78,111.802,104.765,95.002,88.485,73.804,78.519,58.12,41.064,28.676,38.828,fruit"
"0.14,5.371,7.754,7.665,8.388,4.852,8.377,11.03,5.692,7.342,11.853,18.178,14.907,27.848,31.869,36.498,40.546,29.502,glass"
"47.159,47.422,66.757,76.638,84.861,97.896,96.71,96.976,103.354,91.884,91.098,91.328,82.467,73.953,67.769,53.663,48.663,48.947,skin"
"0.0,3.274,7.806,8.287,6.626,11.926,11.434,14.655,3.537,8.189,9.699,10.443,13.763,21.992,26.307,27.141,31.973,27.42,glass"
"113.819,123.402,111.207,122.477,134.502,124.99,111.238,126.911,122.218,100.837,120.741,103.282,104.45,105.955,101.556,106.244,116.799,132.388,cotton"
"8.218,5.783,7.825,4.958,9.532,5.7,9.027,10.465,5.671,7.84,8.175,14.407,8.913,12.342,12.463,9.204,11.345,3.011,water"
"44.988,48.852,61.08,90.354,111.319,118.079,129.956,133.891,125.825,117.835,108.419,108.543,85.18,81.47,58.206,43.935,42.278,44.31,fruit"
"146.437,154.663,150.548,162.497,166.161,167.629,165.288,173.131,175.172,165.636,163.929,171.986,169.151,147.794,144.767,163.738,159.06,142.249,paper"
"146.188,155.341,151.16,167.487,167.636,180.999,163.98,177.42,169.691,160.256,158.139,158.274,154.488,142.211,146.213,158.747,169.637,170.565,cotton"
"150.585,162.652,151.457,166.911,162.325,154.097,148.995,162.886,147.454,159.351,158.679,136.397,138.583,142.199,147.369,153.549,154.105,151.732,cotton"
"0.0,2.967,5.392,7.086,3.922,5.076,5.76,0.91,9.791,18.16,10.459,10.715,11.189,12.686,13.221,6.109,8.552,5.764,rubber"
"24.962,36.141,69.639,22.589,15.719,24.496,25.644,19.11,131.862,25.287,22.024,19.391,25.532,23.331,17.167,127.091,21.235,17.997,metal"
"3.629,4.871,3.422,11.237,4.526,8.747,7.497,11.234,6.235,10.438,14.141,13.668,13.738,9.669,9.327,8.011,9.009,9.686,rubber"
"55.149,63.283,87.285,113.412,131.666,161.885,164.196,154.609,163.431,137.378,124.837,117.016,106.807,95.531,67.865,66.903,56.383,57.1,fruit"
"3.214,1.064,12.012,7.512,7.404,8.575,9.363,6.978,6.412,10.085,13.407,14.388,12.598,18.387,32.538,31.629,31.59,34.197,glass"
"161.841,167.878,161.731,154.707,176.406,180.692,185.321,187.748,179.654,170.205,180.437,178.069,164.048,166.143,173.112,164.331,165.094,174.01,paper"
"100.199,120.658,132.848,142.917,152.175,163.048,156.602,165.924,167.873,154.685,157.512,139.292,143.32,139.379,123.356,115.825,106.142,103.845,wood"
"65.885,71.449,93.48,106.154,131.256,139.906,148.352,151.271,153.211,143.236,137.051,124.499,122.233,109.941,91.49,76.93,73.792,58.837,skin"
"111.494,118.816,137.156,133.364,138.781,132.083,137.27,139.011,130.29,135.386,121.258,113.546,121.987,124.934,115.174,119.57,135.005,142.656,cotton"
"85.606,100.254,95.826,110.586,132.532,119.988,137.984,132.643,128.09,115.58,118.978,120.905,107.518,100.308,90.949,85.066,89.08,76.117,wood"
"0.0,10.11,8.059,1.814,8.522,8.213,10.257,11.936,9.134,8.901,11.807,12.988,12.094,21.85,28.96,28.739,38.927,34.425,glass"
"47.793,23.304,24.945,27.374,51.061,23.559,65.924,45.99,58.614,69.347,92.196,65.594,91.28,100.563,109.193,94.076,107.0,102.501,plastic"
"40.807,21.622,26.667,24.854,55.286,24.877,69.438,54.028,70.951,64.277,98.13,68.324,82.458,98.492,107.665,98.508,101.802,100.327,plastic"
"5.178,4.744,6.645,2.337,4.806,8.594,3.165,10.572,4.85,10.073,7.599,6.963,8.802,10.924,8.929,10.655,10.469,3.537,water"
"2.528,5.87,7.915,7.668,3.994,11.475,6.462,11.74,6.103,5.362,12.422,11.983,14.449,14.319,27.59,24.788,25.104,24.687,glass"
"3.935,6.261,7.985,3.473,6.295,2.267,10.467,4.38,6.928,11.95,9.652,7.505,12.897,12.502,8.546,7.784,7.217,6.915,water"
"45.823,63.4,68.956,101.097,100.317,131.493,158.758,145.405,139.987,128.392,110.121,100.454,96.241,84.887,61.384,52.087,43.843,54.8,fruit"
"3.481,6.021,4.121,4.534,7.992,2.959,7.604,9.121,9.326,10.59,11.537,12.704,8.693,13.741,7.336,9.626,6.139,2.808,water"
"180.964,200.102,173.393,179.37,194.222,206.888,200.023,202.459,206.837,201.722,198.635,201.284,207.923,188.623,182.387,179.34,179.0,173.25,paper"
"3.033,7.981,7.915,6.197,11.92,12.659,13.72,13.128,12.522,13.853,15.24,20.263,19.561,10.968,14.25,4.08,7.602,5.836,rubber"
"47.487,53.398,71.78,88.48,85.727,106.415,110.053,118.859,118.371,112.44,97.376,88.627,84.96,70.231,71.981,54.788,55.545,44.581,skin"
"46.972,65.612,73.649,105.508,122.45,130.496,137.614,139.038,131.694,137.005,123.622,111.392,98.669,83.661,64.698,54.358,49.818,44.816,fruit"
"45.34,19.404,33.717,28.726,54.879,29.806,80.573,58.378,78.702,82.641,110.925,70.738,93.912,118.598,138.776,107.846,119.08,121.287,plastic"
"167.425,157.317,167.847,167.125,174.733,167.476,169.693,177.567,195.255,170.685,164.277,157.213,177.08,179.817,165.882,157.685,162.822,159.927,paper"
"4.738,7.083,7.576,11.043,7.579,8.771,8.918,10.158,18.081,13.842,14.563,11.46,14.925,15.013,14.817,11.482,7.361,6.011,rubber"
"51.935,45.319,65.467,81.5,107.671,124.622,136.032,128.753,121.941,100.019,106.478,85.579,85.007,85.438,57.742,49.483,46.309,46.939,fruit"
"3.436,8.227,4.093,6.013,9.822,0.519,11.048,7.644,6.835,2.817,6.276,11.832,20.68,15.812,33.03,31.355,33.072,31.944,glass"
"174.253,184.238,188.455,186.978,188.821,199.027,198.854,197.481,194.839,189.201,183.212,170.633,167.285,167.832,171.36,178.471,194.146,199.592,cotton"
"4.182,7.442,9.303,13.518,8.026,13.457,7.525,11.175,7.147,14.656,13.726,15.345,15.205,24.78,28.04,39.529,39.323,38.17,glass"
"92.841,98.846,111.465,133.006,135.049,145.64,140.316,145.038,147.763,140.79,130.188,134.45,121.877,111.622,107.909,93.133,105.656,93.316,wood"
"6.684,3.199,5.176,9.007,3.959,5.701,10.417,9.042,14.452,11.016,15.138,15.253,12.63,13.707,10.604,9.96,6.018,6.234,rubber"
"19.452,43.307,76.329,26.645,13.546,19.7,22.916,25.256,147.837,17.441,18.752,12.998,20.772,24.999,21.02,151.513,21.837,18.685,metal"
"176.71,173.803,171.646,196.068,186.508,192.315,202.308,192.008,176.848,182.485,164.633,166.984,151.386,155.917,168.248,165.196,177.699,172.846,cotton"
"13.939,32.54,53.968,16.435,15.583,15.463,18.839,13.414,112.838,12.786,20.777,9.92,16.501,17.313,14.364,108.435,14.547,17.268,metal"
"6.119,5.925,5.061,4.286,0.0,5.858,10.98,6.953,8.538,9.265,14.628,12.161,17.47,15.984,12.703,10.52,5.921,4.934,rubber"
"51.475,26.903,26.265,32.423,57.13,25.666,84.736,60.271,80.615,85.13,112.088,80.908,105.47,116.746,145.626,110.131,126.612,126.165,plastic"
"47.382,46.0,68.218,78.239,94.698,117.637,121.467,110.102,130.967,105.783,90.028,80.417,77.863,64.614,54.323,37.904,42.313,38.005,fruit"
"36.8,10.601,27.128,24.008,52.156,26.698,73.215,53.703,63.015,74.159,111.26,69.35,88.974,94.894,121.939,100.649,112.041,104.735,plastic"
"6.118,10.576,4.765,5.731,6.04,4.623,7.52,8.254,10.095,10.144,10.102,8.449,8.445,14.631,10.376,13.268,5.743,11.573,water"
"157.675,160.004,164.325,166.46,167.683,175.951,168.791,162.235,160.415,156.944,157.823,147.767,146.509,140.676,146.029,152.243,148.555,171.075,cotton"
"2.176,3.676,3.204,6.761,7.445,6.719,9.524,12.466,15.73,14.828,15.069,12.917,12.691,14.791,14.434,10.416,11.582,7.488,rubber"
"7.541,6.166,4.103,1.57,6.551,10.747,6.697,3.896,8.268,5.922,12.007,9.572,5.935,11.615,10.196,7.411,4.738,10.781,water"
"154.315,154.425,171.68,164.125,169.443,175.657,179.962,168.919,168.744,153.583,160.125,145.866,145.808,139.75,154.515,150.918,157.47,173.93,cotton"
"2.076,2.885,4.656,5.427,2.258,7.944,8.086,14.148,9.121,17.071,19.901,18.905,11.841,15.818,10.508,7.889,6.645,7.657,rubber"
"50.488,55.199,68.527,83.034,109.863,103.594,106.328,106.991,103.371,108.131,90.815,92.941,90.641,94.085,60.981,53.639,54.136,49.454,skin"
"4.753,3.187,3.213,6.708,11.454,7.576,3.082,5.786,6.496,7.666,9.205,11.088,11.943,13.402,11.578,4.77,5.368,6.525,water"
"41.708,17.854,22.283,29.57,53.63,14.79,80.381,66.091,77.858,86.712,111.368,77.427,102.761,105.159,129.755,111.544,121.4,122.323,plastic"
"28.645,25.418,15.711,18.061,41.539,23.018,59.174,47.592,57.987,62.154,78.248,66.075,71.867,81.275,104.688,84.773,90.6,87.745,plastic"
"84.921,104.72,111.689,122.939,137.261,141.799,136.08,133.895,146.292,132.962,123.46,133.291,111.954,116.611,109.012,104.914,101.31,97.29,wood"
"8.374,8.191,10.028,7.873,7.836,6.879,9.486,16.628,15.562,15.638,20.26,20.023,14.152,19.642,9.292,13.49,10.346,11.555,rubber"
"152.786,145.307,145.769,145.139,163.216,157.819,163.452,162.528,151.659,155.165,164.887,145.578,165.995,169.983,153.995,152.065,144.375,154.061,paper"
"159.68,165.536,164.174,173.262,182.648,188.933,187.647,179.028,164.17,160.324,155.219,151.492,155.645,145.701,151.682,166.898,166.225,166.755,cotton"
"44.258,19.617,19.675,25.64,48.199,25.502,72.039,58.508,67.163,75.796,104.13,67.341,98.901,108.203,111.245,102.39,113.397,114.269,plastic"
"89.455,113.313,116.681,131.892,137.292,149.702,138.349,146.461,149.06,151.607,129.327,136.229,120.418,110.603,116.15,115.944,94.863,89.876,wood"
"3.722,7.761,6.559,7.465,3.776,5.089,11.437,6.592,8.693,10.551,8.849,15.445,12.113,11.507,13.341,12.403,13.209,6.605,water"
"12.947,40.709,59.402,21.399,10.593,19.949,21.242,21.961,113.291,14.299,19.534,17.182,17.336,14.793,22.498,126.465,17.143,17.639,metal"
"144.49,145.424,153.968,156.183,161.196,163.748,166.18,165.911,172.704,158.483,144.416,138.834,138.421,136.479,138.163,146.455,159.551,158.069,cotton"
"125.255,118.01,144.425,141.604,144.995,141.127,145.221,140.646,146.645,144.197,151.686,143.005,144.961,125.379,132.328,134.279,137.323,137.751,paper"
"51.266,49.563,58.679,95.337,98.959,117.544,99.105,111.644,122.663,113.996,105.607,99.01,94.138,80.974,76.413,68.866,52.616,58.244,skin"
"40.987,25.239,22.281,26.625,44.236,24.256,72.933,60.422,77.805,84.434,119.321,67.465,103.456,108.021,124.707,109.793,111.391,109.094,plastic"
"38.961,25.1,25.614,24.374,43.417,23.435,66.289,43.858,67.964,73.884,95.115,64.929,80.902,79.532,107.471,90.938,96.73,97.242,plastic"
"91.671,104.472,111.529,119.859,127.301,138.268,139.162,137.578,138.055,141.415,127.565,119.881,116.822,118.097,105.094,107.488,89.028,83.077,wood"
"31.576,13.473,24.568,19.075,37.71,19.31,55.426,31.823,57.726,55.242,80.673,50.644,75.311,70.586,91.562,83.438,79.811,81.934,plastic"
"3.322,6.142,7.841,7.076,8.926,9.425,9.684,12.683,15.009,13.234,18.015,18.433,13.959,13.416,15.564,9.855,6.685,12.782,rubber"
"25.255,35.773,65.013,19.434,23.19,12.916,20.975,18.83,127.14,19.026,16.295,15.026,20.439,21.462,21.18,130.025,21.974,24.088,metal"
"42.38,49.838,71.403,81.762,96.299,113.929,124.578,132.37,116.983,113.457,104.682,93.656,83.146,70.357,53.53,48.924,48.81,36.789,fruit"
"144.988,149.163,147.826,160.413,151.826,157.023,160.297,149.749,164.091,135.812,155.754,122.396,137.524,138.049,130.108,139.683,155.132,157.949,cotton"
"161.213,163.648,155.751,175.052,166.388,192.427,184.854,168.306,180.227,168.404,155.151,149.836,160.561,141.435,149.746,166.825,175.561,164.213,cotton"
"7.308,8.257,7.036,6.572,7.778,9.414,10.629,13.669,11.354,13.912,15.194,14.517,16.781,18.081,15.736,14.177,10.125,14.906,water"
"7.068,9.347,4.278,8.73,4.509,6.106,9.697,7.563,11.516,8.907,16.238,19.922,15.915,16.448,13.191,14.146,9.065,4.9,rubber"
"0.0,7.662,6.834,3.606,4.872,9.626,15.755,15.575,12.174,15.589,19.064,15.81,12.085,6.934,14.075,10.144,4.347,3.691,rubber"
"48.644,26.765,32.531,44.595,57.892,30.096,86.863,61.291,78.777,89.811,109.506,73.14,103.345,107.555,145.909,105.607,123.456,115.137,plastic"
"18.619,36.993,62.0,14.647,11.053,19.499,16.605,14.43,112.066,18.148,10.463,17.589,19.744,19.292,16.193,113.113,18.593,21.108,metal"
"61.648,53.383,81.356,95.393,116.663,119.469,120.356,136.055,131.216,114.789,117.418,115.139,101.77,101.224,85.318,74.676,63.617,60.038,skin"
"43.812,24.109,31.58,29.832,54.301,20.583,67.588,54.987,71.945,72.843,103.393,71.979,81.467,90.179,114.955,102.677,102.964,115.268,plastic"
"87.045,110.065,113.509,123.064,131.285,144.425,147.264,139.637,148.232,140.868,135.071,132.81,125.053,124.476,102.644,112.233,103.413,95.427,wood"
"177.078,183.613,184.974,193.036,190.62,194.086,198.601,177.345,175.311,169.026,160.097,167.878,162.904,164.57,163.842,165.541,174.261,191.545,cotton"
"52.9,56.766,80.724,92.744,110.169,129.508,130.184,143.159,133.35,122.258,108.155,98.466,97.646,83.435,66.419,43.571,44.517,46.166,fruit"
"17.435,35.893,67.78,17.368,21.409,20.076,19.788,12.848,127.993,15.931,26.18,18.439,17.335,22.845,22.329,123.868,13.556,11.457,metal"
"128.85,137.556,143.304,142.98,161.425,152.742,147.023,147.063,146.326,150.169,129.09,133.751,141.821,121.172,128.06,131.505,147.548,140.429,cotton"
"5.9,4.331,9.117,7.903,1.74,7.806,7.958,0.0,12.306,8.032,11.952,9.118,20.012,24.431,28.775,31.988,29.36,32.16,glass"
"142.25,149.607,157.567,158.798,146.105,160.645,167.743,165.711,162.333,150.451,147.668,152.694,133.955,130.948,133.443,154.166,157.558,169.699,cotton"
"45.025,46.467,60.041,78.202,88.902,96.641,110.754,103.722,110.587,94.717,94.291,88.498,87.854,65.343,64.738,66.023,47.552,49.839,skin"
"177.073,182.895,187.559,192.305,209.439,198.665,206.736,209.788,202.309,208.15,208.924,188.314,193.009,186.288,187.119,172.39,179.993,188.976,paper"
"4.509,17.875,2.386,6.339,1.37,12.239,9.326,13.455,10.108,9.174,13.056,18.114,16.273,9.432,5.904,9.28,11.482,4.819,rubber"
"84.976,83.621,104.285,103.706,117.983,128.537,128.976,130.057,119.171,125.528,115.743,110.487,110.214,99.167,91.071,89.12,82.107,81.827,wood"
"4.853,6.028,1.572,5.696,9.173,10.715,9.463,4.982,12.021,11.31,10.424,6.46,14.333,10.106,11.873,10.312,12.898,7.049,water"
"40.325,18.178,23.961,27.512,55.256,26.289,78.118,46.995,74.554,73.557,108.151,62.443,80.983,87.682,103.988,94.491,104.247,105.276,plastic"
"199.953,206.457,186.457,205.697,204.757,207.889,229.353,219.365,233.416,228.421,202.217,225.189,205.925,205.493,196.776,203.029,195.451,200.305,paper"
"1.437,2.096,0.895,4.343,10.158,14.547,5.245,13.641,8.628,2.514,10.814,15.993,8.612,22.638,31.282,34.131,32.994,30.961,glass"
"53.677,28.158,34.728,27.69,70.969,33.718,98.122,65.255,95.19,92.38,130.518,95.453,119.375,127.144,140.039,122.327,136.131,134.608,plastic"
"22.03,41.495,66.482,20.504,18.147,21.291,16.19,19.428,127.983,20.661,20.417,18.15,17.557,19.263,24.129,124.915,14.819,21.432,metal"
"10.428,5.649,0.513,4.358,6.71,5.71,9.345,3.985,10.327,11.911,12.356,7.322,11.581,9.745,7.002,8.076,6.067,9.309,water"
"20.227,34.362,67.925,18.288,14.835,10.067,19.481,16.402,128.733,17.714,19.63,23.866,16.272,16.628,12.346,124.612,19.363,16.548,metal"
"103.735,128.51,130.023,145.439,154.952,156.37,157.165,157.32,161.203,151.421,147.231,148.907,137.233,118.865,141.604,113.088,112.315,98.428,wood"
"81.444,97.279,112.151,124.266,116.372,133.801,137.432,139.424,141.317,130.795,129.988,113.606,118.789,117.441,108.935,99.922,98.35,87.627,wood"
"88.346,89.243,98.349,111.817,121.029,118.371,125.892,136.262,127.87,129.693,124.949,106.059,114.411,101.935,87.456,97.413,92.032,77.257,wood"
"20.991,50.6,87.009,18.495,18.346,29.212,17.571,33.382,163.33,29.943,22.957,27.532,28.731,28.489,22.066,154.257,23.911,18.841,metal"
"167.842,164.985,159.985,177.353,177.842,173.713,183.246,162.272,177.831,170.168,143.311,137.247,138.998,149.543,139.136,146.348,166.867,159.355,cotton"
"56.504,56.961,75.443,92.802,113.79,116.956,120.429,117.666,117.564,127.982,111.867,107.213,93.404,86.226,79.438,61.303,66.528,56.335,skin"
"100.589,102.439,126.101,138.997,149.257,147.829,158.068,166.074,154.265,157.898,141.259,144.812,135.844,135.68,113.034,122.504,107.137,96.162,wood"
"10.682,7.943,8.099,13.227,5.7,13.879,11.421,16.96,17.691,15.465,13.179,20.607,14.956,17.44,11.516,11.849,12.513,9.848,rubber"
"8.299,5.05,9.269,3.197,11.023,7.833,9.839,16.099,14.955,14.885,19.646,20.991,14.322,14.842,16.433,12.764,4.46,13.228,rubber"
"14.638,36.028,72.037,7.518,24.419,19.134,21.997,20.114,126.835,18.87,18.871,16.012,18.167,18.486,10.797,141.823,21.155,21.467,metal"
"1.173,5.797,5.922,2.217,3.387,8.233,3.881,6.912,6.147,9.296,6.567,9.497,10.034,9.732,9.094,8.336,11.889,12.355,water"
"76.428,80.95,103.908,118.297,151.724,176.396,176.091,160.928,177.163,167.327,157.714,155.446,151.303,130.461,106.254,97.136,80.669,79.979,skin"
"134.073,133.834,133.611,136.333,154.716,155.754,142.978,145.39,144.979,136.044,123.155,136.805,118.234,124.459,128.173,138.359,144.916,136.301,cotton"
"66.417,72.091,83.28,111.282,119.981,139.669,143.742,152.638,147.538,138.885,123.974,126.736,111.458,96.238,82.152,83.593,69.232,71.311,skin"
"7.802,5.559,10.823,7.855,8.557,9.658,6.392,8.723,12.368,13.77,15.843,12.934,15.156,14.215,12.633,10.044,4.684,0.766,rubber"
"50.005,55.34,63.008,71.69,95.987,99.969,106.836,111.782,110.473,111.157,84.609,93.815,83.705,73.499,74.115,62.924,52.356,45.028,skin"
"39.416,23.457,29.078,23.593,50.54,20.624,70.935,60.294,73.783,73.46,105.022,70.421,98.087,100.195,109.464,101.396,113.663,115.858,plastic"
"146.429,147.349,154.368,156.53,140.616,147.945,162.803,165.193,160.378,146.889,175.106,158.137,150.584,147.496,159.891,140.63,139.381,139.969,paper"
"3.81,7.493,5.049,5.748,7.127,6.585,13.275,7.853,11.124,11.526,12.95,14.707,15.79,15.03,12.658,11.451,9.398,6.51,water"
"53.23,62.356,78.82,99.523,97.874,125.153,123.336,121.833,117.147,123.871,109.796,111.015,100.401,80.792,76.858,64.967,55.253,55.086,skin"
"44.713,48.837,68.786,79.131,103.014,107.354,114.137,125.839,113.244,117.673,104.383,98.933,92.793,86.228,75.874,62.942,53.606,50.99,skin"
"57.787,51.079,70.478,78.618,96.955,105.833,115.88,111.336,116.762,109.978,103.506,104.624,87.38,83.227,63.288,59.885,52.823,48.267,skin"
"5.215,22.778,51.23,11.31,12.547,15.159,20.946,19.721,93.258,15.817,6.689,14.503,12.263,17.177,15.969,105.332,15.548,11.276,metal"
"2.206,4.049,8.2,1.987,9.278,5.105,5.271,8.961,6.406,5.403,12.178,13.406,15.744,13.055,16.222,11.995,9.11,6.855,rubber"
"181.67,172.5,197.517,194.605,194.378,204.304,207.036,196.91,191.7,185.015,176.241,177.264,164.9,167.91,165.671,174.59,195.453,196.775,cotton"
"5.739,3.832,0.0,7.079,5.789,9.269,4.157,6.175,8.4,11.592,10.398,7.838,13.795,9.084,9.854,10.45,11.424,7.172,water"
"4.201,3.096,8.618,10.173,12.92,13.958,12.03,8.135,14.434,18.078,17.724,22.361,21.191,18.086,17.323,8.43,10.635,5.065,rubber"
"7.181,5.282,5.921,6.397,11.163,7.9,5.579,9.898,12.238,11.51,15.404,15.228,10.757,12.629,13.627,6.752,10.568,3.897,water"
"7.374,8.693,6.247,7.931,11.619,7.892,7.811,7.267,12.251,10.652,13.301,12.387,15.687,12.978,15.792,14.312,9.242,11.726,water"
"6.851,9.979,10.182,7.778,13.674,14.282,9.809,11.971,13.923,9.094,13.309,12.251,12.084,14.646,13.523,8.108,10.8,8.328,water"
"5.142,9.673,8.76,5.624,1.708,9.216,7.891,6.076,8.204,13.523,8.834,12.418,12.764,11.689,12.914,14.207,8.03,7.327,water"
"24.057,45.329,85.145,24.524,21.638,18.792,19.786,17.156,161.175,19.217,21.264,21.909,26.739,26.216,21.805,157.23,15.275,28.938,metal"
"70.062,61.592,86.671,108.628,125.747,150.351,157.768,152.587,147.156,142.366,140.248,135.764,121.329,102.405,83.071,72.184,73.042,58.476,skin"
"52.908,57.456,76.747,86.12,98.679,115.827,109.433,110.483,118.264,114.759,101.754,94.976,96.08,81.911,61.655,63.194,52.867,53.782,skin"
"96.782,100.885,108.917,115.657,118.578,133.743,149.789,138.095,146.428,129.918,115.61,125.137,106.078,114.508,102.847,98.343,87.136,89.151,wood"
"135.12,141.279,141.861,155.418,149.078,154.619,150.91,156.75,156.135,143.234,141.094,134.911,129.107,131.678,130.672,144.601,153.69,153.723,cotton"
"10.343,28.918,41.298,12.256,14.414,13.648,13.535,10.223,96.029,12.165,8.843,13.721,17.274,15.411,11.396,100.58,14.046,7.337,metal"
"87.355,95.782,107.643,111.85,122.293,125.242,135.619,125.876,130.958,124.552,117.952,113.923,118.323,106.939,101.628,96.315,84.43,81.974,wood"
"37.022,18.952,27.753,28.497,47.225,19.448,76.954,39.677,68.928,73.288,100.904,59.672,88.316,85.494,110.504,94.949,101.615,102.27,plastic"
"197.81,188.662,205.558,186.722,192.851,188.235,211.499,208.708,204.896,203.816,205.088,206.023,207.015,180.17,190.424,188.903,182.367,190.733,paper"
"181.012,170.732,191.68,189.296,193.916,189.374,206.471,194.31,200.356,180.091,188.204,177.24,170.715,160.94,166.986,176.132,164.917,188.291,cotton"
"5.153,6.909,6.59,6.364,5.155,5.142,6.786,8.213,6.618,3.824,3.195,13.405,22.415,17.476,21.691,28.963,23.926,29.959,glass"
"12.427,34.498,74.784,19.464,19.042,22.626,20.298,18.707,120.223,14.741,15.754,17.164,19.801,12.233,19.008,129.347,13.636,16.858,metal"
"8.6,6.198,4.952,5.772,7.398,6.894,8.533,11.324,5.939,11.226,10.525,13.437,14.975,11.211,11.928,11.857,10.378,10.067,water"
"162.596,150.605,171.082,166.921,176.768,170.104,170.132,179.033,170.36,160.68,161.059,152.495,146.238,148.989,137.995,147.54,158.765,169.743,cotton"
"64.94,68.122,83.665,108.634,110.078,130.6,127.113,146.804,142.905,143.382,118.247,114.44,100.68,104.786,79.073,79.189,68.184,62.1,skin"
"17.062,40.476,64.454,15.425,19.64,22.795,16.115,8.956,115.534,18.402,11.307,14.521,18.411,8.4,15.713,122.373,11.882,14.116,metal"
"162.469,179.627,183.53,182.104,185.742,199.765,202.457,186.053,196.455,194.1,182.685,177.284,169.538,167.08,168.907,181.677,160.672,166.769,paper"
"18.784,29.521,58.334,18.096,15.066,16.87,20.226,19.295,130.734,19.176,16.684,13.962,17.822,17.667,20.913,115.483,16.796,16.049,metal"
"155.923,168.233,153.948,163.904,159.122,172.474,163.653,174.883,189.466,164.627,143.594,155.261,151.23,147.923,151.49,158.485,151.428,163.879,cotton"
"10.054,26.779,73.985,19.22,15.196,22.055,7.13,15.061,120.036,17.324,22.461,20.276,20.156,15.546,21.715,116.949,19.535,14.159,metal"
"4.99,10.949,7.892,10.79,2.903,14.121,9.226,6.388,6.506,4.125,7.848,19.479,14.526,18.572,26.251,28.815,33.304,37.641,glass"
"39.35,20.987,32.491,38.251,56.779,26.52,78.314,53.259,81.979,80.093,104.798,70.028,93.07,96.419,126.516,103.063,123.526,105.538,plastic"
"123.019,142.929,148.311,159.368,157.983,163.384,165.089,170.795,160.795,133.068,144.503,136.486,130.428,141.471,141.227,143.843,141.82,165.612,cotton"
"4.119,24.481,47.001,13.986,4.978,13.646,22.332,12.119,95.907,19.492,10.307,14.359,15.7,16.636,16.616,103.968,11.568,14.943,metal"
"5.804,6.18,9.966,6.906,6.289,8.601,10.496,9.465,10.519,9.995,11.561,12.182,9.917,10.772,14.588,15.32,12.957,4.476,water"
"52.648,64.158,71.782,98.391,118.394,136.626,145.246,145.834,142.246,130.315,115.769,110.535,98.063,74.565,70.298,52.3,46.992,53.781,fruit"
"9.119,3.203,5.566,7.825,6.107,10.972,7.735,6.583,11.037,3.203,12.338,14.938,6.775,11.322,7.066,10.838,14.351,8.564,water"
"47.078,51.541,63.474,82.522,99.757,110.161,118.923,120.566,115.988,115.113,103.106,105.129,99.712,70.412,72.942,58.152,53.63,57.463,skin"
"45.216,54.924,69.393,78.713,96.134,113.383,126.666,109.485,116.703,115.069,109.719,100.462,105.553,91.012,75.661,62.423,58.573,49.477,skin"
"147.481,130.19,146.399,152.365,144.107,155.962,156.534,158.461,153.727,149.682,155.427,153.236,155.134,146.573,131.841,142.287,141.092,134.754,paper"
"167.99,191.673,176.201,185.606,195.059,200.005,193.029,198.83,194.265,191.085,200.654,190.008,181.678,185.021,176.469,179.971,169.121,181.054,paper"
"169.239,159.006,169.547,170.165,179.55,180.592,177.629,187.569,187.91,170.087,155.216,164.912,152.014,163.98,151.511,171.371,168.847,185.573,cotton"
"54.101,49.432,61.045,85.299,93.688,93.891,110.78,101.102,99.918,105.829,107.522,92.389,83.371,82.109,62.324,63.015,50.541,51.851,skin"
"6.139,7.163,7.418,5.99,0.0,6.61,8.216,10.27,6.481,13.16,9.772,9.085,9.627,13.574,7.87,10.5,5.731,7.13,water"
"4.315,4.395,8.612,5.676,9.066,11.72,12.48,6.952,11.551,15.37,13.441,15.451,16.18,13.347,12.632,7.239,7.41,2.915,rubber"
"43.827,28.639,26.006,32.397,59.37,29.599,79.805,52.978,81.825,78.291,110.428,69.416,101.647,104.282,134.3,110.815,122.006,108.084,plastic"
"5.255,6.223,4.702,6.846,8.661,8.649,5.417,10.822,16.606,13.059,13.362,18.966,11.38,15.566,10.054,12.266,10.075,5.117,rubber"
"158.986,144.46,161.345,154.509,161.019,168.223,178.852,172.086,165.733,164.422,181.154,166.161,175.283,175.958,160.513,151.92,172.35,166.937,paper"
"100.198,117.593,112.051,128.911,132.489,152.606,165.486,163.232,147.513,143.627,145.065,130.89,124.518,125.989,107.737,110.305,113.748,91.402,wood"
"55.078,66.726,85.886,110.865,128.816,150.673,154.648,153.547,140.742,136.038,116.329,102.581,100.026,77.632,73.66,58.95,59.885,49.177,fruit"
"37.047,20.25,28.502,19.689,54.788,23.982,75.381,47.138,70.384,67.954,101.125,64.365,85.078,81.963,110.135,93.414,96.719,98.268,plastic"
"76.935,80.464,96.374,99.639,107.36,118.866,123.418,122.556,121.952,114.524,108.622,104.978,101.152,92.245,90.691,80.75,77.626,69.504,wood"
"170.587,176.604,171.983,176.08,170.781,184.871,197.34,196.015,178.498,192.24,188.168,188.189,183.17,183.009,187.913,170.481,159.362,164.518,paper"
